10000	100	9900	0.0416667	1	0
0.00357143	0.353571	2364.64	0.238853
1	0	0	0	0
920.587	3	0	953	0	975
53.4302	4	0	518	0	522
773.135	6	0	895	0	910
46.9465	6	0	514	0	519
17362.6	105	1	9518	397	10000
44.3905	4	0	512	0	518
73140.5	95	0	9917	0	10000
992.749	11	0	1109	0	1123
4809.72	66	0	7289	0	7368
13437.5	97	0	9878	0	9998
51820.2	90	0	9896	0	10000
57.6262	7	0	527	0	532
537.146	3	0	749	0	757
22170.3	102	0	9903	0	10000
818.553	8	0	913	0	927
54.1471	11	0	515	0	517
34.5913	2	0	501	0	505
137.315	3	0	547	0	558
9488.71	102	0	9843	0	9928
1864.94	17	0	1936	0	1955
52.3674	5	0	522	0	530
381.14	1	0	668	0	676
12.3773	3	0	498	0	505
209.012	6	0	578	0	584
1432.47	6	0	1440	0	1452
58.6731	7	0	518	0	525
1194.64	11	0	1245	0	1264
229.759	6	0	587	0	594
35308.3	99	3	9504	396	10000
2135.03	23	0	2352	0	2379
1931.36	14	0	1947	0	1966
11455.5	100	0	9901	0	9989
0.0216541	5	0	495	0	500
34211.7	105	0	9891	0	10000
27871.4	101	0	9901	0	10000
6.08142	5	0	498	0	502
303.655	4	0	641	0	646
236.322	7	0	586	0	590
22.5056	2	0	503	0	509
48.0404	2	0	512	0	523
5.85668	4	0	496	0	503
155.121	8	0	572	0	577
1349.1	6	0	1305	0	1315
10789	96	0	9887	0	9974
1233.87	9	0	1197	0	1209
228.181	7	0	576	0	583
116.655	4	0	539	0	546
75460	100	0	9905	0	10000
579.102	12	0	747	0	756
233.173	1	0	572	0	581
144.515	3	0	567	0	572
4524.92	65	0	6600	275	6937
266.302	4	0	619	0	629
303.99	5	0	635	0	651
208.763	4	0	575	0	585
1380.45	11	0	1341	0	1354
1752.08	14	0	1699	0	1718
197.023	5	0	562	0	572
2838.22	34	0	3562	0	3594
954.284	8	0	982	0	1004
140541	100	0	9904	0	10000
328.694	7	0	640	0	645
433.848	6	0	678	0	684
3968.89	51	0	5645	0	5706
663.762	4	0	811	0	826
0.00492688	6	0	494	0	500
99.0663	4	0	530	0	543
307.718	2	0	596	0	606
85.8682	4	0	525	0	532
3.70583	6	0	491	0	500
288.557	11	0	587	0	591
1941.16	9	0	1908	0	1932
197.554	3	0	568	0	576
15463.9	112	0	9903	0	10000
1103.87	8	0	1071	0	1083
75.663	6	0	524	0	532
