10000	100	9900	0.0416667	1	0
0.00357143	0.353571	2364.64	0.238853
1	0	0	0	0
210.55	95	0	9892	0	10000
411.113	92	0	9920	0	10000
3923.64	96	0	9891	0	10000
944.058	94	0	9890	0	10000
229.618	94	0	9893	0	10000
437.098	106	0	9885	0	10000
15.884	104	0	9913	0	10000
190.265	105	0	9901	0	10000
164.944	99	0	9906	0	10000
397.179	84	0	9883	0	10000
86.3572	79	0	9909	0	10000
116.516	100	0	9877	0	10000
118.539	103	0	9892	0	10000
6665.5	111	0	9905	0	10000
10.3062	100	0	9895	0	10000
11.7821	93	0	9905	0	10000
711.858	99	0	9885	0	10000
104.308	106	0	9877	0	10000
4865.19	104	0	9908	0	10000
457.271	101	0	9903	0	10000
34.3473	102	0	9897	0	10000
269.607	85	0	9913	0	10000
1361.03	112	0	9877	0	10000
319.66	94	0	9907	0	10000
3587.26	94	0	9898	0	10000
327.736	106	0	9895	0	10000
278.421	95	0	9899	0	10000
72.0583	95	0	9891	0	10000
159.09	89	0	9906	0	10000
95.9889	110	0	9894	0	10000
64.4953	101	0	9893	0	10000
118.856	105	0	9901	0	10000
6.9716	100	0	9914	0	10000
386.024	100	0	9893	0	10000
183.636	93	0	9905	0	10000
148.191	99	0	9899	0	10000
101.46	96	0	9911	0	10000
116.691	117	0	9912	0	10000
62.0121	81	0	9915	0	10000
7.87194	120	0	9904	0	10000
151.492	109	0	9879	0	10000
1563.99	111	0	9911	0	10000
61.6187	85	0	9900	0	10000
206.305	94	0	9904	0	10000
264.709	98	0	9889	0	10000
1862.15	93	0	9898	0	10000
110.835	122	0	9894	0	10000
71.0107	112	0	9879	0	10000
153.844	105	0	9899	0	10000
1969.34	87	0	9902	0	10000
12812.2	118	0	9897	0	10000
155434	106	1	9480	395	10000
65.5677	106	0	9894	0	10000
206.754	130	0	9900	0	10000
70.3218	97	0	9893	0	10000
145.778	99	0	9896	0	10000
62.6582	103	0	9928	0	10000
302.521	92	0	9902	0	10000
71.3248	95	0	9898	0	10000
283.828	131	0	9903	0	10000
330.648	111	0	9898	0	10000
367.267	82	0	9909	0	10000
2549.22	95	0	9919	0	10000
23.9469	112	0	9899	0	10000
2.76092	103	0	9904	0	10000
166.809	103	0	9910	0	10000
174.282	117	0	9904	0	10000
80.0316	90	0	9888	0	10000
51.507	83	0	9898	0	10000
379.357	103	0	9892	0	10000
123.431	87	0	9903	0	10000
