10000	100	9900	0.00208333	16
0.025641	2.53846	47746.2	4.82284
1	0	0	0	0.5
1081.45	0	163	0	9919
1294.72	0	133	0	9932
1205.72	0	145	0	9943
1347.88	0	154	0	9941
1155.95	0	157	0	9939
1295.35	0	174	0	9946
1215.69	0	163	0	9940
1007.62	0	168	0	9926
1210.13	0	129	0	9942
1175.84	0	156	0	9933
1207.08	0	147	0	9936
1416.22	0	158	0	9920
1430.86	0	135	0	9944
1147.44	0	175	0	9931
1214.04	0	153	0	9939
1211.65	0	168	0	9934
1323.39	0	176	0	9925
1167	0	139	0	9938
1386.89	0	154	0	9914
1147.86	0	156	0	9932
1193.61	0	145	0	9951
1116.52	0	157	0	9935
1331.18	0	140	0	9930
1235.3	0	149	0	9953
1266.04	0	167	0	9939
1270.74	0	159	0	9922
1264.44	0	156	0	9937
1127.25	0	149	0	9922
1174.07	0	130	0	9943
1383.53	0	151	0	9935
1132.66	0	157	0	9913
1143.57	0	158	0	9915
1088.93	0	147	0	9952
1219.51	0	163	0	9951
1072.9	0	146	0	9935
1421.73	0	163	0	9935
1109.52	0	147	0	9936
1011.68	0	156	0	9945
1183.96	0	150	0	9923
1229.3	0	160	0	9936
1211.77	0	149	0	9936
1218.54	0	159	0	9925
1142.35	0	165	0	9943
1115.75	0	170	0	9928
1029.73	0	142	0	9954
1084.29	0	152	0	9938
1217.6	0	172	0	9941
1095.75	0	159	0	9924
1224.16	0	159	0	9931
1431.05	0	136	0	9925
1145.59	0	144	0	9913
1352.17	0	147	0	9944
1281.44	0	136	0	9937
1063.41	0	141	0	9931
1245.89	0	145	0	9929
1120.12	0	124	0	9925
1135.74	0	149	0	9935
1194.81	0	137	0	9926
1152.49	0	143	0	9926
1249.09	0	148	0	9932
1153.59	0	132	0	9936
1051.98	0	150	0	9927
1395.19	0	151	0	9939
1160.79	0	148	0	9930
1081.17	0	148	0	9929
1140.66	0	154	0	9929
1149.92	0	155	0	9911
1029.8	0	154	0	9943
1135.74	0	138	0	9925
1215.95	0	158	0	9944
1272.15	0	139	0	9921
1235.65	0	134	0	9935
1090	0	128	0	9945
1200.51	0	164	0	9938
1118.43	0	163	0	9943
1259.58	0	142	0	9925
1185.39	0	147	0	9931
1070.53	0	156	0	9932
1354.74	0	146	0	9928
1420.2	0	146	0	9934
1090.41	0	153	0	9948
1166.28	0	136	0	9939
1145.85	0	134	0	9919
1169.09	0	153	0	9925
1281.44	0	153	0	9946
1168.35	0	138	0	9938
1149.76	0	146	0	9924
1236.92	0	132	0	9931
1200.08	0	141	0	9921
1349.17	0	162	0	9930
1104.64	0	134	0	9939
1258.99	0	148	0	9943
1121.74	0	140	0	9932
1133.6	0	151	0	9938
1312.06	0	150	0	9911
1412.57	0	140	0	9927
1243.24	0	170	0	9941
1048.72	0	147	0	9929
1160.72	0	146	0	9917
1104.31	0	155	0	9944
1091.81	0	141	0	9945
1231	0	151	0	9936
1067.85	0	151	0	9944
1513.7	0	153	0	9931
1142.98	0	151	0	9940
1339.53	0	144	0	9927
1234.32	0	117	0	9930
1446.53	0	132	0	9923
1354.03	0	170	0	9936
1174.93	0	156	0	9925
1354.1	0	155	0	9938
1253.91	0	172	0	9919
1120.51	0	159	0	9943
1135.29	0	156	0	9945
1374.17	0	151	0	9934
1291.44	0	157	0	9938
1286.01	0	161	0	9936
1174.39	0	142	0	9926
1179.93	0	143	0	9930
1159.79	0	160	0	9941
1161.11	0	130	0	9935
1109.5	0	157	0	9928
1041.38	0	140	0	9951
1316.88	0	140	0	9927
1312.98	0	153	0	9913
1077.9	0	140	0	9941
1252.4	0	155	0	9941
1492.3	0	154	0	9937
1163.21	0	147	0	9933
1142.07	0	162	0	9944
1189.37	0	158	0	9927
1425.3	0	140	0	9935
1244.41	0	123	0	9944
1100.29	0	154	0	9932
1077.34	0	140	0	9925
1392.15	0	145	0	9936
1228.64	0	142	0	9918
1321.91	0	148	0	9938
1115.13	0	148	0	9930
1620.96	0	158	0	9926
1141.74	0	155	0	9941
1323.63	0	169	0	9928
1112.65	0	155	0	9938
1136.6	0	149	0	9931
1311.61	0	159	0	9936
1155.21	0	132	0	9926
1352.98	0	140	0	9940
1070.21	0	159	0	9929
1253.9	0	162	0	9929
1167.64	0	170	0	9952
1338.56	0	153	0	9928
1173.11	0	158	0	9923
1087.33	0	143	0	9943
1147.01	0	141	0	9926
1284.66	0	150	0	9934
1212.88	0	176	0	9922
1165.5	0	152	0	9942
1139.72	0	141	0	9922
1233.26	0	147	0	9932
1260.48	0	149	0	9923
1284.54	0	151	0	9949
1120.34	0	152	0	9936
1266.13	0	157	0	9937
1104.94	0	140	0	9926
1109.28	0	147	0	9937
1133.59	0	163	0	9936
1101.05	0	156	0	9934
1249.95	0	134	0	9924
1131.01	0	139	0	9930
1182.04	0	148	0	9925
1268.22	0	128	0	9937
1139.82	0	161	0	9955
1196	0	165	0	9941
1429.06	0	168	0	9923
1182.85	0	157	0	9939
1353.34	0	139	0	9925
1240.39	0	147	0	9942
1253.9	0	152	0	9927
1102.44	0	158	0	9940
1206.22	0	136	0	9935
1094.12	0	151	0	9937
1300.3	0	158	0	9926
1176.36	0	167	0	9936
1191.39	0	155	0	9945
1118.64	0	143	0	9946
1462.41	0	157	0	9923
1237.57	0	149	0	9939
1088.54	0	153	0	9934
1281.17	0	154	0	9932
1144.62	0	161	0	9942
1230.09	0	139	0	9926
1238.77	0	147	0	9932
1334.37	0	129	0	9933
1281.64	0	151	0	9943
1222.91	0	174	0	9937
1252.07	0	125	0	9930
1285.72	0	155	0	9930
1139.91	0	153	0	9931
1190.37	0	166	0	9920
1203.44	0	145	0	9931
1079.16	0	153	0	9928
1136.32	0	133	0	9928
1081.23	0	164	0	9938
1258.28	0	178	0	9921
1165.46	0	171	0	9939
1135.2	0	154	0	9922
1154.21	0	123	0	9933
1376.37	0	154	0	9936
1285.89	0	164	0	9933
1328.94	0	144	0	9937
1128.43	0	140	0	9939
1081.67	0	154	0	9936
1251.09	0	154	0	9935
1170.48	0	158	0	9954
1421.42	0	146	0	9934
1079.96	0	148	0	9920
1085.77	0	134	0	9938
1155.91	0	157	0	9938
1423.21	0	164	0	9933
1210.62	0	121	0	9919
1053.66	0	157	0	9940
1098.07	0	182	0	9944
1179.69	0	144	0	9932
1150.41	0	147	0	9931
1336.99	0	144	0	9940
1258.31	0	173	0	9950
1092.16	0	138	0	9937
1153.44	0	152	0	9936
1206.03	0	136	0	9937
1252.57	0	148	0	9924
1183.74	0	143	0	9949
1346.78	0	143	0	9941
1369.47	0	139	0	9940
1070.44	0	139	0	9931
1205.06	0	161	0	9922
1236.47	0	142	0	9932
1306.35	0	152	0	9934
1167.81	0	158	0	9936
1106.64	0	153	0	9934
1158.15	0	149	0	9927
1224.4	0	159	0	9926
1194.05	0	157	0	9942
1193.32	0	160	0	9939
1122.88	0	150	0	9934
1118.23	0	154	0	9937
1165.54	0	146	0	9930
1224.05	0	130	0	9934
1225.98	0	147	0	9950
1160.61	0	151	0	9930
1235.27	0	143	0	9943
1247.23	0	175	0	9938
1186.61	0	146	0	9938
1420.64	0	166	0	9931
1097.41	0	145	0	9926
1219.47	0	154	0	9929
1107.95	0	145	0	9932
1293.67	0	164	0	9940
1332.63	0	176	0	9939
1184.39	0	182	0	9939
1182.21	0	155	0	9947
1156.98	0	151	0	9940
1270.45	0	170	0	9922
1019.95	0	152	0	9930
1290.43	0	162	0	9930
1096.71	0	145	0	9946
1218.13	0	159	0	9938
1204.86	0	144	0	9932
1175.51	0	161	0	9927
1156.54	0	128	0	9926
1181.52	0	129	0	9932
1179.83	0	151	0	9925
1172.7	0	153	0	9924
1354.18	0	179	0	9933
1160.34	0	143	0	9943
1278.17	0	149	0	9938
1288.7	0	163	0	9937
1206.44	0	135	0	9939
1083.85	0	153	0	9937
1095.25	0	158	0	9937
1401.93	0	145	0	9941
1137.41	0	151	0	9936
1238.39	0	130	0	9937
1076.87	0	159	0	9919
1262.97	0	135	0	9925
1340.69	0	166	0	9939
1149.69	0	170	0	9937
1236.38	0	145	0	9939
1263.92	0	150	0	9933
1153.32	0	128	0	9938
1007.63	0	171	0	9942
1143.72	0	154	0	9934
1004.82	0	169	0	9927
1181.5	0	141	0	9932
1539.7	0	135	0	9929
1237.75	0	143	0	9937
1173.37	0	154	0	9927
1270.59	0	151	0	9934
1169.12	0	143	0	9929
1363.53	0	153	0	9940
1287.54	0	152	0	9933
1345.37	0	145	0	9938
1200.63	0	158	0	9935
1301.83	0	166	0	9928
1301.4	0	179	0	9930
1183.58	0	133	0	9925
1042.27	0	146	0	9938
1219.47	0	129	0	9934
1384.87	0	139	0	9925
1165.65	0	160	0	9931
1153.01	0	144	0	9925
1288.05	0	150	0	9940
1307.85	0	150	0	9940
1136.3	0	150	0	9940
1074.03	0	144	0	9935
1205.24	0	130	0	9940
1190.91	0	145	0	9937
1399.32	0	165	0	9930
1679.79	0	151	0	9935
1278.58	0	162	0	9936
1173.28	0	165	0	9932
1138.47	0	175	0	9933
1289.44	0	146	0	9931
1187.41	0	151	0	9934
1243.55	0	143	0	9928
1267.33	0	142	0	9934
1246.58	0	171	0	9940
1545.24	0	162	0	9940
1086.19	0	147	0	9922
1082.62	0	175	0	9940
1387.36	0	153	0	9945
1316.57	0	153	0	9933
1100.72	0	137	0	9923
