10000	100	9900	0.00208333	8
0.025641	2.53846	47746.2	4.82284
1	0	0	0	0.1
824.181	92	0	9900	0
768.563	96	0	9901	0
5537.22	0	104	0	9924
4676.24	0	118	0	9907
370	91	0	9894	0
5817.69	0	108	0	9925
6459.75	0	112	0	9899
821.263	110	0	9914	0
6125.57	0	112	0	9908
5880.49	0	97	0	9900
5257	0	114	0	9917
4783.79	0	93	0	9909
5665.39	0	105	0	9906
303.369	112	0	9908	0
5308.93	0	119	0	9918
431.223	103	0	9873	0
398.777	120	0	9893	0
5561.8	0	107	0	9908
5642.37	0	112	0	9912
5167.99	0	119	0	9918
492.869	109	0	9911	0
5360.49	0	86	0	9896
1616.51	111	0	9893	0
5715.16	0	116	0	9905
6354.82	0	106	0	9902
5570.77	0	116	0	9906
6181.62	0	133	0	9921
5983.29	0	109	0	9922
284.159	87	0	9900	0
202.546	106	0	9882	0
5230.73	0	128	0	9896
113.821	108	0	9888	0
513.022	103	0	9892	0
122.626	114	0	9893	0
274.325	91	0	9892	0
5662.69	0	116	0	9913
380.9	113	0	9897	0
683.591	113	0	9903	0
76.8174	93	0	9908	0
5954.36	0	115	0	9910
843.999	111	0	9903	0
212.812	101	0	9910	0
5886.87	0	101	0	9910
7081.27	0	105	0	9900
143.086	93	0	9898	0
4942.74	0	96	0	9917
5580.02	0	99	0	9909
5668.99	0	107	0	9909
6255.56	0	115	0	9907
278.05	104	0	9892	0
88.444	104	0	9896	0
6792.07	0	108	0	9904
5763.69	0	132	0	9914
5262.28	0	117	0	9922
5728.53	0	118	0	9927
5006.02	0	120	0	9902
5352.4	0	96	0	9900
988.075	97	0	9901	0
292.6	90	0	9898	0
6792.32	0	103	0	9919
4582.81	0	115	0	9901
4782.02	0	112	0	9907
5216.2	0	107	0	9914
5553.08	0	106	0	9919
5613.25	0	101	0	9902
5635.29	0	100	0	9905
5303.95	0	96	0	9917
5304.29	0	109	0	9903
139.992	113	0	9888	0
1391.96	79	0	9896	0
5433.33	0	133	0	9895
308.922	94	0	9891	0
6059.29	0	108	0	9902
6235.46	0	105	0	9903
5700.72	0	112	0	9913
436.533	105	0	9881	0
182.137	107	0	9893	0
158.204	111	0	9906	0
229.23	108	0	9914	0
5112.22	0	108	0	9914
5819.23	0	106	0	9914
6475.56	0	110	0	9900
5756.79	0	109	0	9901
116.017	121	0	9896	0
1289.38	103	0	9883	0
234.725	113	0	9881	0
5191.82	0	108	0	9922
5662.24	0	104	0	9925
5989.21	0	114	0	9918
304.512	104	0	9874	0
193.324	93	0	9911	0
464.813	114	0	9893	0
4781.24	0	105	0	9905
74.1136	91	0	9901	0
6430.6	0	127	0	9916
136.84	110	0	9910	0
5650.97	0	92	0	9916
736.324	96	0	9909	0
6017.19	0	117	0	9909
245.543	111	0	9894	0
6319.36	0	108	0	9911
231.556	97	0	9888	0
440.561	95	0	9899	0
344.07	103	0	9886	0
394.984	102	0	9896	0
69.3412	93	0	9887	0
86.0374	106	0	9907	0
1593.18	101	0	9911	0
5609.86	0	96	0	9911
213.985	108	0	9893	0
366.627	109	0	9902	0
143.598	113	0	9917	0
119.785	113	0	9903	0
131.333	101	0	9902	0
9018.47	0	111	0	9906
49.1593	104	0	9896	0
5531.8	0	127	0	9910
4905.33	0	118	0	9906
71.7001	103	0	9891	0
1251.5	105	0	9908	0
202.258	83	0	9909	0
5167.01	0	100	0	9907
796.427	113	0	9902	0
5740.5	0	95	0	9909
264.776	97	0	9899	0
6394.66	0	117	0	9906
396.663	92	0	9884	0
5748.46	0	118	0	9921
6239.98	0	105	0	9908
284.614	109	0	9899	0
6068.1	0	111	0	9914
96.2683	106	0	9887	0
309.368	104	0	9897	0
263.94	108	0	9903	0
5639.2	0	133	0	9905
5311.69	0	111	0	9915
6625.59	0	104	0	9903
4785.52	0	108	0	9913
6790.62	0	99	0	9908
431.615	89	0	9899	0
102.469	88	0	9913	0
385.317	99	0	9916	0
700.971	105	0	9903	0
231.732	88	0	9901	0
6390.47	0	108	0	9913
5015.76	0	120	0	9914
211.395	89	0	9915	0
451.657	104	0	9902	0
265.707	103	0	9907	0
5211.54	0	108	0	9920
374.879	113	0	9899	0
5216.21	0	108	0	9919
5768.47	0	100	0	9922
5073.05	0	105	0	9917
5815.43	0	106	0	9899
1286.97	106	0	9912	0
5731.02	0	110	0	9910
196.299	95	0	9896	0
174.497	96	0	9889	0
133.088	90	0	9911	0
166.65	98	0	9881	0
5847.88	0	110	0	9909
5507.38	0	107	0	9920
47.7393	100	0	9895	0
5537.19	0	100	0	9916
730.724	96	0	9911	0
632.146	98	0	9913	0
116.876	98	0	9903	0
6698.7	0	113	0	9919
890.887	107	0	9895	0
6256.68	0	120	0	9898
145.035	98	0	9897	0
85.0834	98	0	9899	0
182.771	88	0	9889	0
6184.28	0	120	0	9877
5237.14	0	139	0	9899
4665.24	0	114	0	9921
6018.01	0	119	0	9908
6084.05	0	110	0	9907
5173.34	0	112	0	9895
5614.52	0	132	0	9901
182.608	96	0	9890	0
7877.6	0	113	0	9906
167.145	99	0	9909	0
6728.16	0	120	0	9901
6676.37	0	121	0	9903
4847.24	0	90	0	9920
5340.35	0	120	0	9912
5655.58	0	102	0	9910
6646.96	0	119	0	9916
119.305	106	0	9891	0
5740.84	0	137	0	9901
6493.82	0	109	0	9896
6139.03	0	116	0	9930
4576.93	0	114	0	9930
6547.94	0	119	0	9916
5149.27	0	98	0	9921
5831.56	0	90	0	9911
154.556	120	0	9882	0
255.329	91	0	9900	0
941.443	125	0	9895	0
1127.67	122	0	9892	0
521.23	92	0	9899	0
737.558	91	0	9888	0
4501.06	0	118	0	9904
5911.79	0	101	0	9908
5552.47	0	124	0	9900
285.092	103	0	9895	0
4974.2	0	119	0	9917
5723.52	0	97	0	9912
5583.79	0	117	0	9909
5340.24	0	107	0	9910
6173.4	0	111	0	9912
5974.66	0	108	0	9894
121.064	90	0	9905	0
308.723	93	0	9912	0
303.779	112	0	9904	0
6464.64	0	110	0	9905
284.104	100	0	9910	0
8155.72	0	113	0	9918
6108.58	0	97	0	9908
554.679	93	0	9896	0
1284.64	86	0	9893	0
5424.2	0	113	0	9912
5227.46	0	112	0	9903
5016.5	0	88	0	9913
453.622	100	0	9903	0
5705.57	0	99	0	9913
6238.23	0	110	0	9903
199.843	118	0	9904	0
5056.48	0	113	0	9910
224.584	90	0	9893	0
6625.78	0	118	0	9919
5473.59	0	106	0	9911
1045.31	116	0	9908	0
6518.42	0	113	0	9914
5124.92	0	115	0	9905
5963.02	0	128	0	9895
5574.57	0	120	0	9913
5958.7	0	119	0	9915
6117.24	0	111	0	9918
81.0447	113	0	9904	0
39.4383	111	0	9897	0
5738.22	0	90	0	9903
189.019	94	0	9905	0
375.783	102	0	9914	0
6002.7	0	95	0	9910
382.246	97	0	9904	0
4766.23	0	100	0	9920
5720.47	0	100	0	9907
218.28	102	0	9922	0
6270.72	0	110	0	9915
302.834	100	0	9912	0
160.926	101	0	9906	0
225.828	113	0	9907	0
493.321	92	0	9928	0
5736.79	0	105	0	9913
5412.01	0	119	0	9916
5475.42	0	101	0	9902
6159.95	0	122	0	9907
5288.65	0	127	0	9910
5955.34	0	123	0	9904
104.374	92	0	9911	0
29.9912	109	0	9896	0
6248.12	0	114	0	9905
5757.97	0	97	0	9910
529.4	89	0	9876	0
