10000	100	9900	0.00208333	1
0.025641	2.53846	47746.2	4.82284
1	0	0	0	0
66.167	430.176	552.016	564.264	612.553	683.898	712.598	725.246	747.853	769.559	1306	1386.11	2114.52	3613.53	0	0	0	0	
123.866	153.431	325.122	335.196	353.346	877.067	904.57	972.014	1436.58	1498.14	1656.5	1689.94	1896.65	4783.14	0	0	0	0	
218.268	226.165	240.786	287.189	413.419	456.849	473.132	1145.02	1277.83	1892.52	1977.65	2090.78	2283.67	2446.16	2676.54	3747.7	4073.65	4459.71	
86.6961	92.673	135.759	144.942	391.758	424.516	518.749	563.708	1581.59	1786.14	0	0	0	0	0	0	0	0	
294.687	332.011	351.339	359.081	416.761	533.579	545.127	1146.94	1294.89	1451.08	1539.68	0	0	0	0	0	0	0	
86.4505	89.9338	142.442	253.891	268.894	334.294	345.791	426.742	1267.39	1276.52	0	0	0	0	0	0	0	0	
212.278	217.406	225.927	241.275	244.117	274.208	508.676	718.125	1032.48	3234.81	3554.81	4063.45	0	0	0	0	0	0	
88.5196	131.279	134.291	151.21	156.601	200.768	641.416	666.227	693.158	768.355	915.401	1052.69	1251.64	1705.11	0	0	0	0	
299.508	323.275	878.553	1405.31	1566.48	1580.07	1652.61	1914.04	2060.83	4584.07	4669.69	4768.45	0	0	0	0	0	0	
180.5	216.587	228.557	339.626	358.523	395.019	911.916	940.175	980.203	1017.65	1075.23	1493.54	2506.83	2604.24	8658.23	12875.7	15401.4	19241.1	
533.877	549.651	572.313	579.635	585.499	636.853	942.398	992.939	1479.99	1612.06	2488.4	2759.52	0	0	0	0	0	0	
151.262	157.245	207.541	209.925	342.81	639.668	657.154	683.622	849.349	0	0	0	0	0	0	0	0	0	
273.67	511.9	542.589	547.611	597.664	799.003	876.052	903.919	1170.41	0	0	0	0	0	0	0	0	0	
173.98	177.572	606.094	661.178	775.212	830.261	856.438	881.923	0	0	0	0	0	0	0	0	0	0	
140.537	412.01	417.678	424.761	483.409	947.095	1164.01	1200.85	1493.6	0	0	0	0	0	0	0	0	0	
219.89	256.155	261.517	279.785	285.484	297.169	624.926	1194.49	1208.25	0	0	0	0	0	0	0	0	0	
292.268	450.958	463.642	568.63	618.398	698.685	787.884	961.374	1044.4	1739.32	1777.37	0	0	0	0	0	0	0	
418.919	452.047	477.017	497.579	568.365	788.611	814.662	1062.05	1094.06	1118.47	0	0	0	0	0	0	0	0	
212.844	234.148	259.052	344.598	361.642	423.942	705.723	778.27	814.737	887.522	903.261	0	0	0	0	0	0	0	
231.756	330.261	351.048	675.634	690.412	776.646	815.153	1132.75	0	0	0	0	0	0	0	0	0	0	
101.244	221.506	234.825	243.269	254.347	268.246	278.599	292.015	350.992	0	0	0	0	0	0	0	0	0	
55.601	221.601	228.628	256.957	262.871	267.25	489.285	502.333	565.053	614.458	682.809	0	0	0	0	0	0	0	
111.945	144.421	152.418	208.513	324.218	1032.88	1042.11	1073.73	1266.46	1839.77	1887.67	3043.03	3318.58	3384.67	0	0	0	0	
362.328	391.369	402.735	413.664	1123.77	1157.4	1367.66	1379.77	1571.02	1623.5	1961.05	0	0	0	0	0	0	0	
68.1328	412.89	435.133	589.399	700.75	711.768	727.951	782.372	806.826	839.957	952.852	1116.57	1183.92	1814.94	2683.68	2776.61	3124.78	5460.66	
194.523	206.753	481.473	687.089	696.75	709.886	1104.83	1149.69	1224.8	1243.99	1269	9162.16	9273.21	9497.14	9583.14	12544.2	17579	0	
83.551	96.0217	104.577	117.026	486.283	739.572	754.535	858.021	1057.51	0	0	0	0	0	0	0	0	0	
82.4006	94.6652	100.79	167.097	169.317	308.736	316.199	455.467	520.549	539.382	678.312	780.288	822.748	914.966	1236.85	1793.91	1854.27	0	
68.146	72.1051	98.9708	155.022	160.268	196.808	372.2	481.09	504.145	0	0	0	0	0	0	0	0	0	
354.121	361.581	456.99	464.065	532.1	549.827	618.051	907.4	1075.37	0	0	0	0	0	0	0	0	0	
365.766	386.4	395.064	487.025	509.34	794.657	804.171	1662.69	2870.65	2912.53	3125.16	0	0	0	0	0	0	0	
164.978	167.643	171.029	660.49	668.598	710.274	806.664	829.49	852.7	1375.19	1401.32	1427.42	3025.83	3062.31	3402.34	6407.19	6809.96	9528.84	
283.771	301.138	334.775	403.409	409.449	542.764	1068.37	1086.44	1118.59	1304.19	3020.56	3227.65	0	0	0	0	0	0	
160.36	249.848	446.191	488.141	513.892	532.11	559.385	643.535	662.883	738.719	813.916	1053.17	0	0	0	0	0	0	
153.664	165.126	175.945	184.075	234.529	240.473	251.477	313.068	704.979	0	0	0	0	0	0	0	0	0	
110.68	114.269	121.183	130.135	676.054	702.488	849.609	860.589	886.078	1060.78	0	0	0	0	0	0	0	0	
97.9162	114.953	133.365	153.354	162.093	188.839	196.942	310.365	361.513	382.274	0	0	0	0	0	0	0	0	
103.941	240.417	273.281	282.696	324.765	459.014	473.25	500.134	730.782	782.456	0	0	0	0	0	0	0	0	
60.2214	186.798	207.347	814.315	1173.6	1207.05	1263.46	1273.66	2631.95	0	0	0	0	0	0	0	0	0	
165.38	198.279	206.723	274.987	296.513	314.733	348.353	1037.82	1475.92	1511.12	0	0	0	0	0	0	0	0	
41.6598	58.3745	105.178	118.211	120.96	137.211	219.092	358.373	383.319	460.973	0	0	0	0	0	0	0	0	
