10000	100	9900	0.00208333	1
0.025641	2.53846	47746.2	4.82284
1	0	0	0	1.2
24.3019	33.2542	39.9918	47.2495	47.8555	54.2398	65.9406	69.2579	76.2561	83.1706	90.2958	97.2572	103.051	107.39	114.68	120.178	127.339	136.333	146.048	154.056	162.713	169.846	178.942	187.176	197.247	207.5	219.656	235.101	252.432	279.684	485.592	
117.459	131.702	133.252	146.426	151.032	163.779	167.679	171.925	179.388	184.097	194.299	210.704	222.323	230.341	242.491	249.038	256.641	264.705	273.961	283.697	292.774	301.811	310.479	319.674	328.476	338.627	351.415	365.207	382.02	410.192	597.362	
29.2175	30.3596	35.2339	44.0441	49.0574	66.1022	76.9337	82.6121	91.6913	100.639	111.166	124.816	131.559	138.042	144.164	153.18	164.619	172.483	180.558	187.762	197.988	206.572	215.038	224.292	233.074	244.555	255.908	269.336	285.673	311.814	583.894	
54.5112	56.0799	57.3774	59.3177	65.7489	72.3566	81.8153	94.771	102.314	106.252	116.322	127.806	132.723	139.034	147.963	154.948	161.532	170.648	179.72	186.988	194.321	202.425	211.428	221.483	231.525	241.662	254.09	266.823	284.862	310.843	565.586	
48.8124	53.1318	62.6502	67.7294	80.8513	85.9414	88.0115	97.5152	109.504	118.878	122.922	131.494	142.14	148.497	155.235	162.613	168.801	178.675	185.803	193.873	202.408	211.273	222.027	231.78	242.215	251.796	263.364	277.347	294.333	322.567	527.267	
50.8615	54.3581	57.0197	64.1164	69.2912	73.601	78.611	86.5071	90.8216	95.7662	103.712	113.247	119.251	128.971	135.874	142.185	150.237	157.563	163.972	172.708	180.843	189.241	198.871	208.352	217.352	226.685	239.023	252.427	269.498	295.558	587.279	
95.9404	131.456	142.271	145.133	151.216	159.621	161.969	165.599	171.018	181.884	188.453	200.404	209.091	213.559	219.25	227.309	237.8	245.414	252.268	261.871	270.157	277.72	287.11	296.936	306.424	315.869	328.079	341.625	359.619	388.743	616.922	
40.9365	49.6764	51.776	66.1007	72.6864	79.4256	83.6021	95.0817	105.121	114.01	122.902	128.038	138.204	145.708	150.532	157.775	163.527	173.496	181.603	188.943	197.084	205.049	212.703	222.194	230.613	242.677	254.612	267.785	285.735	314.072	556.666	
25.8029	44.3607	75.0908	80.2933	89.6853	96.89	107.428	110.796	117.285	127.252	132.991	141.477	146.741	151.851	158.826	166.378	171.191	179.167	184.537	192.926	201.401	209.404	217.988	227.079	237.596	249.365	261.033	275.104	291.81	319.538	535.083	
41.9895	55.176	65.5292	67.6688	72.9652	82.0441	85.3602	90.4289	98.7764	112.099	117.636	125.717	134.084	143.249	154.419	161.946	168.71	178.671	185.878	194.473	201.423	209.91	220.186	228.761	237.441	248.551	261.905	276.719	294.757	321.95	534.286	
