10000	100	9900	0.00208333	1
0.025641	2.53846	47746.2	4.82284
1	0	0	0	0.1
89.3971	92.0412	159.258	250.732	263.302	378.819	395.16	414.826	436.231	501.54	533.579	561.6	610.25	645.388	705.499	822.325	878.318	1062.15	1160.28	1346.22	1436.42	1526	1668.36	1762.77	1852.44	1991.16	2134.99	2288.71	2486.39	2792.38	5216.48	
281.194	293.135	295.88	443.22	457.763	641.453	666.447	788.947	845.119	922.372	1070.69	1176.75	1492.46	1520	1550.45	1680.11	1841	1948.11	2017.96	2112.97	2215.46	2291.71	2384.34	2468.92	2639.35	2749.58	2883.4	3009.25	3251.76	3564.16	5840.39	
277.576	357.792	428.645	611.887	625.037	656.078	882.055	902.021	914.139	1119.9	1262.31	1310.07	1462.73	1645.06	1686.66	1863.47	1926.84	1984.08	2062.66	2172.73	2261.47	2377.32	2480.63	2564.5	2690.11	2778.07	2893.61	3064.09	3275.5	3604.99	5907.52	
240.027	249.287	311.878	321.482	326.723	370.253	379.496	386.761	466.977	489.967	587.11	644.941	680.156	727.131	805.85	893.358	1004.82	1049.81	1147.46	1250.99	1330.69	1443.88	1546.36	1742	1878.21	1997.73	2181.96	2385.07	2551.44	2885.54	5691.27	
396.835	402.987	451.264	458.356	802.172	810.342	823.219	835.97	986.14	1219.12	1295.04	1506.74	1551	1728.09	1805.43	1957.74	2030.5	2067.3	2132.58	2212.86	2294.06	2409.61	2468.18	2615.46	2686.05	2804	2936.33	3101.24	3299.51	3614.23	6023.45	
115.123	146.414	148.296	192.867	251.522	277.949	337.943	343.934	450.689	604.74	667.704	680.375	1015.74	1092.65	1213.28	1310.18	1403.29	1499.58	1587.06	1671.36	1743.28	1829	1904.09	2020.19	2146.91	2305.99	2478.35	2687.4	2889.89	3204.07	5023	
105.272	205.147	209.08	221.751	356.297	1083.76	1143.72	1172.39	1409.94	1498.6	1524.97	1826.72	2108.37	2221.79	2242.46	2286.05	2467.38	2656.15	2782.26	2932.68	3037.41	3115.75	3217.97	3372.52	3479.89	3629.61	3770.05	3943.26	4165.2	4452.46	9229.86	
303.508	305.368	510.061	608.759	635.234	740.39	766.321	807.09	934.316	967.572	1106.78	1181.12	1207.02	1388.97	1451.67	1550.25	1631.9	1703.74	1851.49	1934.58	2031.71	2115.67	2229.05	2331.92	2423.5	2526.65	2643.13	2803.69	3008.15	3354.27	5398.32	
109.651	115.701	125.142	295.54	303.283	340.207	382.024	394.643	528.563	629.538	862.041	891.004	911.504	986.915	1032.12	1112.17	1146.88	1295.74	1461.15	1510.03	1639.93	1712.53	1805.08	1937.14	2027.93	2175.12	2316.98	2502.22	2746.15	3091.65	5041.1	
215.127	845.283	881.795	886.425	1040.62	1044.97	1079.23	1094.04	1155.2	1200.06	1288.24	1422	1498	1713.53	1818.48	1918.78	2139.64	2235.8	2323.82	2459.28	2525.13	2622.51	2709.58	2817.98	2916.56	3056.39	3232.91	3394.41	3579.97	3911.7	5444.35	
111.69	125.248	278.758	287.049	412.597	418.468	1131.03	1153.89	1864.43	1961.62	1996.63	2084.81	2137.23	2242.33	2467.11	2553.84	2640.94	2720.4	2771.17	2875.22	2998.28	3148.26	3239.05	3355.96	3472.88	3608.37	3763.97	3895.18	4083.32	4352.16	6318.82	
125.986	138.304	141.068	161.535	393.978	457.735	527.41	558.203	597.118	639.234	698.349	873.418	899.846	1017.77	1077.42	1179.63	1300.4	1380.59	1447.59	1518.08	1583.92	1703.8	1805.26	1891.28	2071.09	2187.16	2308	2463.25	2670.03	2921.64	5066.93	
156.249	217.9	243.531	274.079	317.358	330.682	356.77	416.801	467.397	498.907	524.169	825.74	969.66	992.12	1046	1124.82	1238.81	1279.5	1368.89	1439.39	1524.41	1611.32	1721.01	1803.42	1910.56	2022.05	2140.38	2330.98	2547.28	2901.34	5291.54	
173.532	181.089	213.709	450.319	538.186	624.781	640.882	649.836	809.074	883.822	951.246	963.299	997.244	1042.98	1127.33	1396.9	1542.96	1641.01	1704.17	1844.57	1952.77	2109.97	2217.97	2346.25	2432.08	2542.33	2676.35	2861.69	3076.49	3478.83	5511.03	
172.862	197.87	201.72	276.601	280.72	358.352	548.6	678.25	701.338	805.305	989.283	1030.2	1217.48	1266.75	1335.24	1379.56	1486.82	1683.73	1847.49	1905.4	1996.1	2099.28	2230.06	2332.25	2473.27	2622.32	2740.44	2900.09	3073.53	3377.35	5392.98	
105.036	117.726	192.728	270.602	282.896	380.757	392.576	454.714	506.495	675.403	713.368	783.989	889.15	914.661	972.033	1027.5	1205.09	1314.66	1374.77	1461.03	1587.06	1712.02	1805.19	1935.94	2072.52	2181.77	2322.73	2469.36	2660.61	3017.58	5136.22	
246.611	279.634	303.167	365.124	1132.09	1149.09	1200.64	1243.72	1307.92	1381.5	1462.16	1510.03	1532.48	1602.63	1634.32	1710.12	1775.1	1894.81	1993.43	2096.97	2176.34	2258.98	2379.32	2458.72	2593.79	2728.01	2894.9	3058.7	3279.39	3582.63	7272.92	
235.652	432.163	451.909	732.034	745.648	776.536	1430.12	1455.62	1488.7	1667.75	1741.55	1783.67	1975.5	2085.89	2174.53	2291.56	2358.55	2465.45	2575.94	2672.27	2740.33	2837.64	2944.72	3015.35	3170.05	3285.04	3410.56	3559.71	3760.89	4043.36	6573.76	
200.655	205.858	218.952	256.514	386.388	431.068	450.917	470.093	532.592	560.449	581.4	644.772	740.605	885.044	955.3	998.875	1029.26	1144.45	1213.34	1285	1372.16	1494.72	1572	1667.18	1763.02	1878.02	1996.67	2162.8	2361.97	2672.67	4661.26	
447.85	473.466	742.988	829.978	874.927	909.948	930.977	942.431	990.75	1033.03	1270.76	1471.07	1536.78	1600.63	1757.68	1794.25	1848.3	1949.94	2011.68	2085.7	2170.25	2236.57	2379.81	2521.7	2633.66	2771.88	2882.37	3032.72	3244.79	3567.36	6182.21	
181.759	184.615	226.279	258.953	362.515	386.921	457.624	513.983	644.751	710.184	740.806	924.687	978.202	1040.97	1110.93	1223.69	1272.72	1325.51	1400.08	1462.68	1586.35	1670.9	1790.89	1907.35	2058.68	2221.31	2339.46	2462.54	2655.24	2994.64	5555.89	
109.249	136.045	324.255	326.598	333.16	514.762	605.518	704.668	816.755	842.904	952.75	982.703	1080.53	1157.1	1249.54	1425.26	1472.01	1524.48	1652.35	1749.22	1795.86	2034.78	2164.97	2267.6	2383.7	2524.04	2653.66	2785.03	2996.8	3288.74	5368.98	
43.6265	70.5217	78.9549	102.881	151.382	217.497	251.686	271.738	302.865	336.149	679.721	707.732	806.02	1101.95	1148.5	1192.52	1223.13	1329.32	1412.62	1505.41	1569.38	1674.27	1820.72	1921.97	2077.13	2197.77	2317.68	2485.07	2671.32	3000.1	4930.99	
